District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Вохом,Петрецовский,Загатино,ЗаГОВИНЬЕ,праздник через неделю после Троицы в д. Загатино,На ЗАговинье в Загатино бЕгали на гулЯнье.,2012 лето,,,,
Мак,Усть-Нейский,Старово,ЗаГОВИНЬЕ,"день, предшествовавший Рождественскому посту","В Заговинье говорим: ""Пойдёмте по королюшечки!"" Пели: ""Королю-королю-королюшечку, От Степана Петровича королюшечку!""",2023 лето,,,,
Мак,Усть-Нейский,Старово,ЗаГОВИНЬЕ,27 ноября,В Заговинье колядовать ходили.,2023 лето,,,,
Шар,Конёвский,Подолиха,ЗаГОВИНЬЕ,"начало Рождественского поста, 27 ноября","27 ноябрЯ в ПАнине ЗАговинье, с Этого днЯ начинАется пост и до 7 январЯ.",2012 лето,,,,
Шар,Катунинский,Катунино,ЗаГОВИНЬЕ,праздник через неделю после 24 июля,"За ВарнАвой ЗАговинье через неделю. В Катунине, Комухине, Косихе гуляли.",2015 лето,,,,
Шар,Конёвский,Подолиха,ЗаГОВИНЬЕ,"начало Рождественского поста, 27 ноября","27 ноябрЯ в ПАнине ЗАговинье, с Этого днЯ начинАется пост и до 7 январЯ.",2012 лето,,,,
Вохом,Заветлужский,Середняя,ЗаГОВИНЬЁ,"праздник, отмечавшийся через неделю после Троицы в дд. Заветлужского с/с","На ТИхонов День в СерЕднюю ходИли, ЗАговиньё все гулЯли, на НикОлин День в МАрково гулЯли, с гармОшкой собирАлись.",2012 лето,,,,
Вохом,Лапшинский,Лапшино,ЗаГОВИНЬЁ,заговенье перед Петровым постом,"СпервА ЗАговеньё, ПетрОв день, а потОм уж БоголюбИмая, БогорОдчина.",2011 февраль,,,,
Вохом,Тихоновский,Малое Сокерино,ЗаГОВИНЬЁ,неделя перед апостольским постом,"Раньше все праздники справляли, нынче не справляем. Ведь не знают молодые ничего. Главный праздник ‒ Паска там, ТрОица, ЗАговиньё, ТИхонов ДЕнь. К каждому празднику ‒ то у тебя попить есть чего, то у меня, то у другого, все собиралися в кучку ‒ все пили в праздники хорошие. Гулять выйдут ‒ раньше хорошо праздновали. Ныне-то всё одно ‒ что ТрОицын ДЕнь, что ПАска.",2011 авг.,,,,
Пав,Леденгский,Леденгск,ЗаГОВИНЬЁ,праздник перед Успенским постом,ЗАговиньё ‒ после ТрОицы.,2009 авг.,,,,
Вохом,Заветлужский,Кажирово,ЗаГОВИНЬЁ,"праздник Заговенья, отмечавшийся в с. Кажирово",ЗАговиньё ‒ в Кажирове.,2012 лето,,,,
Мак,Усть-Нейский,Старово,ЗаГОВИНЬЁ,день накануне Рождественского поста,"В Заговиньё ворожили, ворожили на жениха. В Святки не ворожили, всё в Заговиньё. Оно перед Филипповками живёт.",2022 лето,,,,
Шар,Марутинский,Ракитиха,ЗаГОВИНЬЁ,"воскресенье после Троицы, престольный праздник, отмечаемый в б. д. Ракитиха, б. д. (?)",,2012 лето,"< Слепниха, Васил. с/с",,,
Окт,Сивцевский,Сивцево,ЗаГОВИНЬЁ,воскресенье после Троицы,ЛЕтом в ЗАговиньё яИчки катАли.,2011 февраль,,,,
Шар,Марутинский,Ракитиха,ЗАГОВИНЬё,27 ноября,В Ракитихе ПокрОв и ЗаговиньЁ. В Уполовничихе ИзОсимов день и ЗаговиньЁ.,2014 авг.,,,,
Парф,Савинский,Завражье,ЗАГоНЯ,весенний праздник в д. Завражье,,2006 авг.,,,,
Окт,Власовский,Малая Стрелка,ЗВиЖЕНИЕ,27 сентября,"В ЗвИжение вОлки, лИсы, лОси рысЯтся, стаямИ-то бЕгают.",2011 авг.,,,,
Шар,Конёвский,Бердиха,ЗВиЖЕНКИ,27 сентября,На ЗвИженки в ГологУзиху гулЯть ходИли.,2012 лето,,,,
Шар,Ивановский,Берзиха,ЗВиЖЕННЕ,"Воздвиженье, 27 сентября","На ЗвИженне звери собираются, в лес нельзя ходить.",2014 авг.,,,,
Шар,Одоевский,Одоевское,ЗВиЖЕНСКАЯ,27 сентября,ЗвИженская в ПатринЕ былА.,2012 лето,,,,
Окт,Сивцевский,Останино,ЗВиЖЕНСКАЯ,19 сентября,В ЗвИженскую медвЕди залегАют в берлОгу.,2011 февраль,,,,
Окт,Покровский,Сосновка,ЗВиЖЕНСКАЯ НЕДеЛЯ,неделя перед 27 сентября,"На ЗвИженской недЕле, перед ЗвИженьем-то, зверьЁ в лЕсе бЕгает.",2011 авг.,,,,
Кадый,Ведровский,Починок,ЗВиЖЕНЬЕ,праздник в д. Починок (Ведровск. с/с) 28 сентября,,2004 авг.,,,,
Мак,Усть-Нейский,Старово,ЗВиЖЕНЬЕ,27 сентября,"К Звиженью всё уберём бабьим делом, один лён остаётся. Вот бабы столик соберут. В Звиженье в лес нельзя ходить. Мы пошли и заблудились. Молитву читали ‒ господи-благослови ‒ и вышли.",2022 лето,,,,
Вохом,Маручатский,Погорелка,ЗВиЖЕНЬЕ,Воздвижение креста Господня (27 сентября),"27-го сентября ЗвИженье будет. Работы много будет, жнут да сеют. Зверьё, говорят, рЫсится ‒ гуляют, рЫсятся. И в лес боязно ходить.",2011 авг.,,,,
Мак,Нижне-Нейский,Березники,ЗВиЖЕНЬЕ,27 сентября,"у змей свадьба ‒ это ЗвИженье, все змеи собираются в кучку",2022 лето,,,,
Мак,Нежитинский,Фролово,ЗВиЖЕНЬЕ,Воздвиженье 27 сентября,,2004 авг.,,,,
Шар,Катунинский,Катунино,ЗВиЖЕНЬЕ,"праздник, отмечаемый 27 сентября","А однАжды прОтив ЗвИженья у КлавдИи волк залЕз, и корОва вЫскочила в пОлё.",2014 авг.,,,,
Вохом,Согорский,Согра,ЗВиЖЕНЬЕ,"праздник Воздвиженья, 27 сентября","ЗвИженье ‒ в сентябре оно бывает, двадцать седьмого сентября.",2012 лето,,,,
Мак,Юровский,Юрово,ЗВиЖЕНЬЕ,"27 сентября, Воздвижение Креста Господня","все змеи тОчатся в землю ‒ ЗвИженьё, на зиму припасАются, и медведи в берлогу ложатся",2022 лето,,,,
Пав,Петропавловский,Петропавловское,ЗВиЖЕНЬЕ,праздник Воздвижение,ЗвИженье бУдет ‒ Юрьевка бУдет в Этот день.,2009 авг.,,,,
К-С,Чапаевский,им. Чапаева,ЗВиЖЕНЬЕ,"27 сентября, праздник Воздвижения животворящего креста Господня","ЗвИженьё ‒ все букашки-таракашки, все уходят в лес.",2019 лето,,,,
Меж,Петушихский,Барановица,ЗВиЖЕНЬЕ,27 сентября,"На Звиженье луковник делали. Варили луковник на квасу, из целых луковиц мелких. Лук и квас, вот и луковник.",2023 лето,,,,
Пав,Петропавловский,Петропавловское,ЗВиЖЕНЬЕ,"праздник Воздвижение, 27 сентября",После ЗвИжения рАньше картОшку начинАли копАть.,2009 авг.,,,,
Вохом,Сосновский,Согра,ЗВиЖЕНЬЕ,Воздвиженье креста Господня (27 сентября),"На Кузнецове Троица была (престольный праздник), в Согре ‒ ЗвИженье.",2011 авг.,,,,
Мант,Самыловский,Бёрдово,ЗВИЖеНЬЕ,"праздник, отмечаемый в дд. Бёрдово и Кривоногово 27 сентября","Наш праздник ‒ ДУхов дЕнь и ЗвижЕнье, в Бёрдово, Кривоногово.",2023 лето,< Межевской р-н,,,
Окт,Стариковский,Ильинское,ЗВиЖЕНЬЕ,27 сентября,"На ЗвИженье весь скот запирАют дОма, штёб в лЕсе, в пОле не ходИл.",2011 авг.,,,,
Мак,Усть-Нейский,Манылово,ЗВиЖЕНЬЕ,27 сентября,"Звиженье звали Бабий праздник. Всё сжали, всё убрали, остался только лён.",2022 лето,,,,
Пав,Доброумовский,Доброумово,ЗВиЖЕНЬЕ,27 сентября,"В ЗвИженье у зверЕй схОдка в лесУ, медвЕди-те гулЯют, вОлки.",2009 авг.,,,,
Окт,Стариковский,Ончутёнки,ЗВиЖЕНЬЕ,27 сентября,"В Звиженье мясо не едят, а то волки будут скотину драть.",2011 авг.,,,,
Шар,Конёвский,Бердиха,ЗВиЖЕНЬЕ,27 сентября,Со ЗвИженья медвЕди в берлОгу ложАтся.,2012 лето,,,,
Окт,Покровский,Даровая,ЗВиЖЕНЬЕ,27 сентября,"""Жни не жни ‒ Звиженья не жди.Звиженье придёт ‒ снега принесет.""",2011 авг.,,,,
Парф,Матвеевский,Вохтома,ЗВиЖЕНЬЕ,"праздник 27 сентября, Здвиженье","До ЗвИженья неделю не ходят в лес, потому что все звери и змеи собираются в кучу.",2006 авг.,,,,
С-Гал,Верхне-Березовецкий,Малышкино,ЗВиЖЕНЬЕ,"праздник, отмечаемый в д. Малышкино 27 сентября",ЗвИженье ‒ лЕто с Осенью сдвигАется.,2003 июль,,,,
Окт,Сивцевский,Останино,ЗВиЖЕНЬЕ,19 сентября,О ЗвИженье зверь в лесУ двИжется.,2011 февраль,,,,
Ост,Хомутовский,Ливенка,ЗВиЖЕНЬЕ,"27 сентября, Воздвижение Честного и Животворящего Креста Господня, престольный праздник в д. Ливенка",У нас в Ливенке было два праздника: ЗвИженье и ВознесЕнье.,2023 лето,,,,
Окт,Покровский,Сосновка,ЗВиЖЕНЬЕ,27 сентября,В ЗвИженье кончАли жать. БольшОй прАздник. ПОстное едЯт в ЗвИженье-то.,2011 авг.,,,,
Пав,Петропавловский,Берёзовка,ЗВиЖЕНЬЕ,27 сентября,"""Жни не жни ‒ ЗвИженья не жди.ЗвИженье придЁт ‒ снЕгу принесЁт.""",2009 авг.,,,,
Нерех,Федоровский,Княгинино,ЗВиЖЕНЬЕ,день во второй половине сентября,"Звиженье было в Княгинино, к им ходили гуляли. В Звиженье в лес нельзя ходить. Там змеиная сварьба. Змеи клубками скатываются вместе, по всему лесу змеиные клубки. Страшно.",2019 лето,,,,
Парф,Матвеевский,Вохтома,ЗВиЖЕНЬЕ,праздник 27 сентября,"На ЗвИженье все змеи уходят в землю, а так они сейчас ползают и людей ужигают.",2006 авг.,,,,
Мак,Тимошинский,Тимошино,ЗВиЖЕНЬЕ,27 сентября,"Соймишшо у змей бываёт, они совьются в один ком. С 21 по 27 сентября у них соймишшо. Медведи-те по лесу бегают. 21 сентября ‒ Богородицын день, а 27 ‒ Звиженьё. Вот это и примечали.",2022 лето,,,,
Шар,Зебляки,Зебляки,ЗВиЖЕНЬЕ,27 сентября,27 сентября ‒ ЗвИженьё. У них [змей] брачный день. // В ЕгОрьев день и ЗвИженьё в лес не ходили.,2014 авг.,,,,
Мак,Усть-Нейский,Старово,ЗВИЖЕНЬё,27 сентября,Змеи-те хомом совьются и шипят в Звиженьё-то.,2022 лето,,,,
Кадый,Паньковский,Митьково,ЗВиЖЕНЬЁ,27 сентября (праздник в д. Митьково),"В ЗвИженьё у змей прАздник, онЕ собирАются кУчам и ухОдят в зЕмлю, после ЗвИженья, ЗмеИного дня, онЕ не пОлзают.",2004 авг.,ЗМЕиНЫЙ ДеНЬ,,,
Окт,Соловецкий,Макарьевская,ЗВИЖЕНЬё,27 сентября,"В ЗвИженьё мнОго зверЕй игрАют в лесУ, вОлки бЕгают.",2011 февраль,,,,
Нерех,Татарский,Блазново,ЗВиЖЕНЬЁ,27 сентября,"В Звиженьё девка в Лунёво шла, песни нагудала потихоньку. Страсть свареб нашла. Они все собираются в одно место, сварьба у них. На спаньё уходят. Она как открыла курятник, так закрыть не смогла.",2019 лето,,,,
Ост,Клеванцовский,Воскресенское,ЗВиЖЕНЬЁ,"праздник, отмечаемый 27 сентября в с. Воскресенское",,2023 лето,,,,
Кологр,Черменинский,Таширово,ЗВиЖЕНЬЁ,27 сентября,"Раньше копали картошку на ЗвИженье, а сейчас -- на Успенье.",2024 лето,,,,
Кологр,Черменинский,Марьино,ЗВиЖЕНЬЁ,"27 сентября, праздник в б. дд. Марьино, Астафьево, Ивановское, Половчиново Черменинского с/с Кологрив. р-на","ЗвИженье отмечали в Машине, в Астафьеве, в Ивановском, в Половчиново.",2024 лето,,,,
Мак,Нежитинский,Фролово,ЗВиЖЕНЬЕВ ДеНЬ,Воздвиженье 27 сентября,,2004 авг.,,,,
Шар,Поляшовский,Быниха,ЗВиЖЕНЬЕВ ДеНЬ,21 сентября,"ПреображЕньё, УспленьЁ в августе, потом ЗвИженьев День.",2015 лето,,,,
Кадый,Завражный,Завражье,ЗВиЖЕНЬЁВ ДеНЬ,27 сентября,Змеи уходят в землю.,2004 авг.,,,,
Шар,Одоевский,Аристиха,ЗВиЗЖЕНКИ,"день Воздвижения креста Господня, отмечавшийся 27 сентября в б. д. Аристиха",,2012 лето,,,,
Окт,Покровский,Боговарово,ЗВиЗЖЕНЬЕ,праздник Воздвиженье,"Жни ‒ не жни, а ЗвИзженья не жди. // На ЗвИзженье вЫйди ‒ учУешь, вОлки вОют.",2011 февраль,,,,
Вохом,Петрецовский,Кекур,ЗВиЗЖЕНЬЕ,"праздник Воздвиженья, отмечаемый осенью",Жни ‒ не жни ‒ ЗвИзженья не жди. // ЗвИзженье придЁт ‒ стУжу принесЁт.,2012 лето,,,,
Ост,Клеванцовский,Андрейково,ЗДВиЖЕВ ДеНЬ,"праздник, отмечаемый в б. д. Андрейково",,2024 лето,ЗДВиЖЕНЬЕ,,,
Ост,Заборский,Заборье,ЗДВиЖЕВ ДеНЬ,"праздник, отмечаемый 27 сентября","В ЗдвИжев дЕнь змеи уходят в землю спать, но я видывала их и позднее.",2024 лето,,,,
Кологр,Уромский,Ивтино,ЗДВиЖЕНИЕ,27 сентября,ЗдвИжение в Ивтине было в сентябре.,2024 лето,,,,
Шар,Одоевский,Нежданово,ЗДВиЖЕНКИ,27 сентября,"На ЗдвИженки стряпали, пироги пекли и с рыбой, и с конфетками.",2015 лето,,,,
Шар,Одоевский,Старково,ЗДВиЖЕНКИ,27 сентября,В ЗдвИженки медвЕдь в берлОгу заберЁтся.,2012 лето,,,,
Меж,Алешковский,Алешково,ЗДВиЖЕНСКАЯ,27 сентября,"Здвиженская в Алешкове, Преображенская в Селе.",2023 лето,,,,
Меж,Петушихский,Барановица,ЗДВиЖЕНЬЕ,27 сентября,В Здвиженье змеиная свадьба в лесу.,2023 лето,,,,
Буй,Дьяконовский,Печенга,ЗДВиЖЕНЬЕ,"праздник, отмечаемый 14 сентября","Есть НикОла ЗИмняя и НикОла ВЁшная. Вот правило до сих пор сохраняется: картошку сажали или неделя до Николы, или неделя после Николы. Должно девяносто-сто дней пройти. А выкапывали после ЗдвИженья.",2018 лето,,,,
Мак,Усть-Нейский,Малое Ивакино,ЗДВиЖЕНЬЕ,"праздник Воздвижения Креста Господня, 27 сентября","в ЗдвИженье собираются змеи в клубок, в лес нельзя ходить",2022 лето,,,,
Мак,Усть-Нейский,Малое Ивакино,ЗДВиЖЕНЬЕ,праздник Воздвижения Креста Господня,"На ЗдвИженье скотину резали, старались в этот день.",2022 лето,,,,
К-С,Сидоровский,Булдачиха,ЗДВиЖЕНЬЕ,"праздник, отмечаемый 27 августа",Двадцать седьмого было Здвиженье.,2019 лето,,,,
Вохом,Сосновский,Согра,ЗДВиЖЕНЬЕ,Крествоздвиженье (26 сентября),"На праздники-то с ночЁвом ведь ходят: на Троицу два дня гуляют, ЗдвИженье тоже здесь два дня в Согре гуляют.",2012 лето,,,,
Вохом,Малораменский,Малое Раменье,ЗДВиЖЕНЬЕ,27 сентября,ЗдвИженье было 27-го сентября.,2012 лето,,,,
Мак,Усть-Нейский,Власово,ЗДВиЖЕНЬЕ,Воздвижение Креста Господня,"МЕдиницы ядовитые. А на Здвиженье они в клубки сбиваются, страшно ходить в лес.",2022 лето,,,,
Вохом,Обуховский,Масленниково,ЗДВиЖЕНЬЕ,праздник 27 сентября,"ЗдвИженье 27 сентября, на негО нАдо бЫло скотИну всю собрАть во двор. // В ЗдвИженье ‒ у них у медвЕдей свАдьбы, стрАшна недЕля. И чтОбы не задрАли скотИну.",2012 лето,< Тихон. с/с,,,
Мак,Красногорский,Домань,ЗДВиЖЕНЬЕ,"27 сентября, Воздвижение Честного и Животворящего Креста","У нас говорят: ""ЗдвИженье"". Видимо, всё сдвигается потому что.",2023 лето,,,,
Мак,Юровский,Юрово,ЗДВиЖЕНЬЕ,27 сентября,На Здвиженье в лес нельзя ходить: медянки стреляют. Старик один пошёл ‒ застреляли его.,2022 лето,,,,
Мак,Юровский,Большие Рымы,ЗДВиЖЕНЬЕ,27 сентября,"Здвиженье было, не ходили в лес.В Здвиженье везде одни змеи, а потом они в землю уйдут.",2023 лето,,,,
Буй,Боровский,Борок,ЗДВиЖЕНЬЕ,праздник Воздвижение Креста Господня,"""ЗдвИженье, со ЗдвИженья, 27, вроде, сентября. Ни ПреображЕнье, будет 19 августа, ни ЗдвИженье – нельзя в лес ходить. Там змеи сползаются. //Со ЗдвИженья и до Великого поста вечерИны делали.""",2018 лето,,,,
Шар,Ивановский,Столбецкое,ЗДВиЖЕНЬЕ,"праздник, отмечаемый в д. Столбецкое (27 сентября)","На ЗдвИженье в лес нельзя ходить. ЗАихи, медведи в норы начинают залезать.",2014 авг.,,,,
Окт,Власовский,Лямино,ЗДВиЖЕНЬЕ,"27 сентября н. ст., Воздвиженье Креста Господня","ЗдвИженье ‒ Эта недЕля, на Этой недЕле медвЕди рысЯтся.",2011 авг.,,,,
Окт,Покровский,Клюкино,ЗДВиЖЕНЬЕ,19 сентября,"Жни ‒ не жни, а ЗдвИженья не жди. ЗдвИженье придЁт ‒ шУбу принесЁт.",2011 февраль,,,,
Парф,Задоринский,Павлыгино,ЗДВиЖЕНЬЕ,"праздник 27 сентября, Воздвиженье Креста Господня",ЗдвИженье в конце сентября.,2006 авг.,,,,
Нерех,Владычневский,Спасс,ЗДВиЖЕНЬЕ,27 сентября,"Здвиженьё ‒ медведь убирается в берлогу, а в брусничнике змеиная свара. Праздник у них, как свадьба, как гулянка. В змеиную свару в лес не ходи.",2019 лето,,,,
Шар,Ивановский,Берзиха,ЗДВиЖЕНЬЕ,27 сентября,Здвиженье ‒ лето с зимой сдвигается.,2022 лето,,,,
Нерех,Хомутовский,Хомутово,ЗДВиЖЕНЬЕ,"праздник, отмечаемый 27 сентября",Здвиженье у нас 27 сентября отмечали.,2019 лето,,,,
С-Слав,Судиславский,Глебово,ЗДВиЖЕНЬЕ,"праздник Воздвижения Креста Господня, отмечавшийся 27 сентября, после которого, по народным представлениям, змеи переставали представлять опасность для человека","День назывался ЗдвИженье, праздник. Раньше говорили: уже можно в лес ходить не бояться, все земи собираются на зиму в одно место",2019 лето,,,,
Мак,Тимошинский,Холобурдиха,ЗДВиЖЕНЬЕ,"праздник Воздвижение, 28 октября","ЗдвИженьё ‒ все звери двигаются. Лоси и медведи все бегут, страшно.",2022 лето,,,,
Парф,Задоринский,Акулово,ЗДВиЖЕНЬЕ,"праздник, отмечавшийся 27 сентября в д. Акулово",,2006 авг.,,,,
Шар,Катунинский,Печенкино,ЗДВиЖЕНЬЕ,осенний праздник,ЗдвИженьё- это уж осенний праздник. ОбновлЕнье и ЗдвиЖеньё.,2014 авг.,,,,
Кологр,Суховерховский,Починок,ЗДВиЖЕНЬЕ,27 сентября,"Мы пошли кислицы поискать на Здвиженье, глупые были. А змеи клубком свилися и каталися. Нельзя на Здвиженье в лес ходить. И в неделю перед Паской нельзя.",2024 лето,,,,
Кологр,Илешевский,Красный Бор,ЗДВиЖЕНЬЕ,27 сентября,"На ЗдвИженье у змей свадьбы, они кольцами свиваются.",2024 лето,,,,
Ост,Клеванцовский,Андрейково,ЗДВиЖЕНЬЕ,"праздник, отмечаемый в б. д. Андрейково",,2024 лето,ЗДВиЖЕВ ДеНЬ,,,
Кологр,Чежемский,Малая Чежма,ЗДВиЖЕНЬЕ,27 сентября,На Здвиженье чрево земли открывается. Нельзя ходить в лес. Змеи потом засыпают.,2024 лето,,,,
Кологр,Илешевский,Каменка,ЗДВиЖЕНЬЕ,"27.09, годовой праздник в д. Каменка Илешевского с/с",,2024 лето,,,,
Кологр,Илешевский,Красный Бор,ЗДВиЖЕНЬЁ,27 сентября,В ЗдвИженье змеи начинают свадьбиться.,2024 лето,,,,
Кологр,Ужугский,Ужуга,ЗДВиЖЕНЬЁ,27 сентября,"На ЗдвИженье медведи гуляют, нельзя в лес ходить.",2024 лето,,,,
Кологр,Черменинский,Астафьево,ЗДВиЖЕНЬЁ,Воздвижение Креста Господня,Картошку убирали на Здвиженье.,2024 лето,,,,
Буй,Боровский,Борок,ЗДВиЖЕНЬЕ ГОСПоДНЕ,праздник 27 сентября (?),"ЗдвИженье ГоспОдне 27 сентября или октября… Наверное, сентября. В этот день в лес нельзя ходить, там змеиная свадьба.",2018 лето,,,,
Парф,Матвеевский,Вохтома,ЗДВиЖЕНЬЕ КРЕСТа ГОСПоДНЯ,праздник 27 сентября,,2006 авг.,,,,
Шар,Ивановский,Берзиха,ЗЕЛёНАЯ ТРоИЦА,Троица,"Зелёная Троица, пироги с щавелём делали, щи зелёные.",2022 лето,,,,
Нерех,Федоровский,Отертиково,ЗЕЛёНЫЕ СВяТКИ,Период от Вознесения Господня до Троицы (10 дней),"Зелёные святки с Вознесенья до Троицы, десять дней. Девчонками гуляли, рядили берёзку, нам варили яичницу матери. Кумились, на год подруги становились сёстрами. Песню пели ‒ давай покумимся, посестримся.",2019 лето,,,,
Мак,Усть-Нейский,Киселиха,ЗЕМЛя ИМЕНиННИЦА,первый день после Троицы,В ДУхов день не хоронили: землЯ ‒ именИнница,2022 лето,,,,
Шар,Троицкий,Троицкое,ЗЕМЛя-ИМЕНиННИЦА,понедельник после Троицы,"Троицу празднуют три дня. Первый день ‒ Поминальная суббота, потом Троица, а потом Земля-Именинница. Духов день. Начинают с кладбища и кончают храмом.",2012 лето,,,,
Буй,Шушкодомский,Шушкодом,ЗЕМЛя-ИМЕНиННИЦА,Духов день (первый понедельник после Пасхи),"Когда наступает ЗемлЯ-ИменИнница, нельзя ничего сажать или сеять, землю нельзя трогать.",2018 лето,,,,
Окт,Соловецкий,Соловецкое,ЗЕМЛя-ИМЕНиННИЦА,"понедельник после Троицы, Духов день","В воскресЕнье ТрОица, в понедЕльник ЗемлЯ-именИнница. <...> В ЗЕмлю-именИнницу собирАлись, ходИли на межУ. ВинО пИли. Между деревнЯми межУ-то найдУт.",2011 авг.,,,,
Окт,Стариковский,Ильинское,ЗЕМЛя-ИМЕНиННИЦА,Духов день,"После Троицы был праздник ЗемлЯ-именИнница. Стар и млад выходили, гуляли, плясали. Землю трогать нельзя.",2011 авг.,"Номинативно, не предикативно!",,,
Окт,Соловецкий,Первая Клобуковская,ЗЕМЛя-ИМЕНиННИЦА,понедельник после Троицы,ЗемлЯ-именИнница раз в год бывАет. У тебЯ день рождЕнья в год раз ‒ и ЗемлЯ-именИнница в год раз. // Это на межУ ходИли в ЗЕмлю-именИнницу.,2011 авг.,,,,
Окт,Стариковский,Блиновщина,ЗЕМЛя-ИМЕНиННИЦА,понедельник после Троицы,"ЗемлЯ-именИнница ‒ ни однОй травИнки не вЫрвать. // В ЗЕмлю-именИнницу однА бАба рабОтала, дак со стОга упАла, шЕю свернУла.",2011 авг.,,,,
Окт,Соловецкий,Грехово,ЗЕМЛя-ИМЕНиННИЦА,"День сошествия Святого Духа, понедельник после Троицы","С ПАсхи и до ЗемлИ-именИнницы ‒ это рАнешние-то прАздники, игровЫе прАздники, кАждое воскресЕнье гулЯли. // В ЗЕмлю-именИнницу тАкже выходнЫе давАли.",2011 авг.,,,,
Пав,Павинский,Большой Завраг,ЗЕМЛя-ИМЕНиННИЦА,"понедельник после Троицы, который считался именинами земли",После ТрОицы ЗемлЯ ‒ именИнница. БосикОм ходИть нельзЯ.,2009 авг.,,,,
Пыщ,Верхнеспасский,Крутая,ЗиМНИЙ НИКоЛА,"престольный праздник в б. д. Вятско-Николаевское и в д. Крутая, отмечаемый 19 декабря",Престолы были. Мы к Николе ‒ в Крутой,2015 лето,,,,
Меж,Георгиевский,Губино,ЗиМНИЙ НИКоЛИН ДеНЬ,"праздник в д. Губино, отмечавшийся 19 декабря","По деревням праздники отмечались, в Аксенихе был Весенний Николин день, а в Губино Зимний Николин день, он в декабре, хотя три километра разделяют, а праздники разные.",2023 лето,,,,
Кадый,Ведровский,Ведрово,ЗиМНИЙ ПРаЗДНИК,праздник в д. Ведрово (4 декабря),,2004 авг.,,,,
Парф,Аносовский,Аносово,ЗиМНЯЯ НИКоЛА,"праздник, отмечаемый в д. Шипово 19 декабря",,2006 авг.,,,,
Нерех,Тетеринский,Тетеринское,ЗиМНЯЯ НИКоЛА,22 декабря,,2019 лето,,,,
Кадый,Завражный,Кондома,ЗиМНЯЯ НИКоЛА,"праздник, отмечаемый в с. Кондома 19 декабря",,2004 авг.,Ср. ЛеТНЯЯ НИКоЛА.,,,
Парф,Савинский,Ивановское,ЗиМНЯЯ НИКоЛА,"праздник, отмечаемый в д. Ивановское 19 декабря",,2006 авг.,Ср. ЛеТНЯЯ НИКоЛА.,,,
Ост,Клеванцовский,Воскресенское,ЗиМНЯЯ НИКоЛА,"праздник, отмечаемый 19 декабря","В ВОлчье НикОлу отмечали, НикОлин дЕнь … Есть ЛЕтняя НикОла, есть ЗИмняя НикОла, у нас только ЛЕтняя НикОла.",2023 лето,,,,
Чухл,Петровский,Еляково,ЗиМНЯЯ НИКоЛА,"праздник, отмечаемый 19 декабря в б. д. Еляково",,2024 лето,,,,
Кологр,Уромский,Ивтино,ЗиМНЯЯ НИКоЛА,19 декабря,"ЗИмняя НикОла приходит с морозом. Если на ЗИмнюю НикОлу морозно, то и зима морозная будет.",2024 лето,,,,
Кадый,Паньковский,Митьково,ЗМЕиНЫЙ ДеНЬ,27 сентября (праздник в д. Митьково),"В ЗвИженьё у змей прАздник, онЕ собирАются кУчам и ухОдят в зЕмлю, после ЗвИженья, ЗмеИного дня, онЕ не пОлзают.",2004 авг.,ЗВиЖЕНЬЁ,,,
Нерех,Лавровский,Незнаново,ЗМЕиНЫЙ ДеНЬ,28 сентября,"В Змеиный день в лес нельзя ходить. Летом змеи рожают на деревьях, а к осени злыё они. Пучками на деревяьх сидят. В Змеиный день змеиная свара, а потом они в норы уходят.",2019 лето,,,,
Кадый,Чернышевский,Починок,ЗНаМЕНЬЕ,праздник в д. Починок 10 декабря,,2004 авг.,,,,
С-Слав,Воронский,Боловинское,ЗНаМЕНЬЕ,"праздник, отмечаемый в с. Боловинское 10 декабря","ЗнАменье было 10 декабря, гостей бывало на лошадях, на тарантасах были",2019 лето,,,,
Кадый,Чернышевский,Чернышево,ЗНаМЕНЬЕ,"праздник, отмечаемый в с. Чернышево 10 декабря",,2004 авг.,,,,
Нерех,Хомутовский,Михеевское,ЗНаМЕНЬЕ,"праздник, отмеччаемый в д. Михеевское 10 ноября",В Михеевском был ЗнАменье 10 ноября.,2019 лето,< б. д. Горки,,,
Нерех,Лужковский,Давыдовское,ЗНаМЕНЬЕ,престольный праздник в д. Давыдовское,,2019 лето,,,,
Кадый,Чернышевский,Хохлянки,ЗНаМЕНЬЁ ДеНЬ,"церковный праздник, справляемый 9 декабря в дд. Починок, Гобино, Хохлянки, с. Чернышёво",,2004 авг.,,,,
Меж,Петушихский,Барановица,ЗОЛоВКИН ДеНЬ,среда на Масленичной неделе,"Среда -- Золовкин день, четверг -- Тёшшины блины, в пятницу зять угошшает тёшшу.",2023 лето,,,,
Окт,Покровский,Малиновка,ЗОЛоВКИНЫ ПОСИДеЛКИ,день на Масленой неделе (какой?),,2011 февраль,Ср. ТёЩИНЫ БЛИНы.,,,
Шар,Марутинский,Трушиха,ЗоСИМОВ ДеНЬ,"праздник, отмечаемый в д. Трушиха (2 июля)","ПреображЕние, ЗОсимов день ‒ здесь, ТИхонов день в Аксёново, Сергеево, Третьяково, Марутино.",2014 авг.,,,,
